holiday,temp,rain_1h,snow_1h,Year,Month,Day,Hour,weather_main,weather_description,traffic_volume
6,269.42,0.0,0,2013,3,15,9,5,16,4631
6,270.84,0.0,0,2013,3,15,10,4,7,4492
6,274.41,0.0,0,2013,3,15,12,1,4,5147
6,276.85,0.0,0,2013,3,15,15,1,22,5803
6,277.2,0.0,0,2013,3,15,16,1,18,6289
6,277.09,0.0,0,2013,3,15,18,0,24,4700
6,276.16,0.0,0,2013,3,15,19,0,24,3358
6,273.96,0.0,0,2013,3,15,21,0,24,2602
6,273.06,0.0,0,2013,3,15,22,0,24,2231
6,271.9,0.0,0,2013,3,16,0,0,24,2372
6,271.88,0.0,0,2013,3,16,1,0,24,815
6,272.11,0.0,0,2013,3,16,3,1,18,410
6,272.34,0.0,0,2013,3,16,4,1,22,369
6,272.63,0.0,0,2013,3,16,6,6,13,1329
6,272.63,0.0,0,2013,3,16,6,7,10,1329
6,272.72,0.0,0,2013,3,16,7,5,16,2224
6,272.72,0.0,0,2013,3,16,7,6,13,2224
6,272.72,0.0,0,2013,3,16,7,7,10,2224
6,272.87,0.0,0,2013,3,16,9,5,16,3570
6,272.87,0.0,0,2013,3,16,9,7,25,3570
6,272.87,0.0,0,2013,3,16,9,2,3,3570
6,272.87,0.0,0,2013,3,16,9,7,10,3570
6,273.11,0.0,0,2013,3,16,10,5,16,4108
6,273.11,0.0,0,2013,3,16,10,7,10,4108
6,273.11,0.0,0,2013,3,16,10,6,13,4108
6,273.46,0.0,0,2013,3,16,12,7,10,4815
6,273.46,0.0,0,2013,3,16,12,5,16,4815
6,273.79,0.0,0,2013,3,16,13,5,16,5155
6,273.79,0.0,0,2013,3,16,13,7,10,5155
6,273.96,0.0,0,2013,3,16,15,7,10,4905
6,273.99,0.0,0,2013,3,16,16,1,18,4969
6,273.28,0.0,0,2013,3,16,18,7,10,4386
6,272.4,0.0,0,2013,3,16,19,7,10,3572
6,272.4,0.0,0,2013,3,16,19,5,16,3572
6,272.4,0.0,0,2013,3,16,19,7,25,3572
6,270.88,0.0,0,2013,3,16,21,7,10,3620
6,270.88,0.0,0,2013,3,16,21,5,16,3620
6,270.26,0.0,0,2013,3,16,22,7,10,2919
6,270.26,0.0,0,2013,3,16,22,5,16,2919
6,268.95,0.0,0,2013,3,17,0,5,16,1579
6,268.49,0.0,0,2013,3,17,1,1,18,1049
6,267.5,0.0,0,2013,3,17,3,1,18,402
6,266.9,0.0,0,2013,3,17,4,1,18,308
6,266.23,0.0,0,2013,3,17,6,7,10,687
6,265.6,0.0,0,2013,3,17,7,0,24,970
6,265.97,0.0,0,2013,3,17,10,0,24,3371
6,267.89,0.0,0,2013,3,17,12,1,4,4238
6,268.52,0.0,0,2013,3,17,13,1,2,4319
6,269.37,0.0,0,2013,3,17,16,0,24,4272
6,268.61,0.0,0,2013,3,17,18,0,24,3543
6,267.72,0.0,0,2013,3,17,19,0,24,2880
6,265.36,0.0,0,2013,3,17,21,0,24,2206
6,264.53,0.0,0,2013,3,17,22,0,24,1729
6,262.65,0.0,0,2013,3,18,0,0,24,593
6,260.54,0.0,0,2013,3,18,3,0,24,308
6,260.15,0.0,0,2013,3,18,4,0,24,822
6,259.24,0.0,0,2013,3,18,6,0,24,3992
6,260.0,0.0,0,2013,3,18,9,0,24,3804
6,262.06,0.0,0,2013,3,18,10,0,24,2946
6,267.11,0.0,0,2013,3,18,13,1,18,3803
6,269.48,0.0,0,2013,3,18,15,1,18,4922
6,270.02,0.0,0,2013,3,18,16,1,2,5339
6,270.24,0.0,0,2013,3,18,18,1,2,3699
6,270.09,0.0,0,2013,3,18,19,1,18,2661
6,269.69,0.0,0,2013,3,18,21,1,18,1966
6,269.78,0.0,0,2013,3,18,22,1,18,1346
6,270.08,0.0,0,2013,3,19,0,1,18,494
6,270.37,0.0,0,2013,3,19,1,1,18,317
6,270.89,0.0,0,2013,3,19,3,1,18,320
6,270.93,0.0,0,2013,3,19,4,7,10,734
6,270.4,0.0,0,2013,3,19,6,7,25,5496
6,270.4,0.0,0,2013,3,19,6,3,5,5496
6,270.4,0.0,0,2013,3,19,6,7,10,5496
6,270.4,0.0,0,2013,3,19,6,5,16,5496
6,270.45,0.0,0,2013,3,19,7,7,10,6574
6,270.45,0.0,0,2013,3,19,7,5,16,6574
6,270.45,0.0,0,2013,3,19,7,7,25,6574
6,270.45,0.0,0,2013,3,19,7,3,5,6574
6,270.8,0.0,0,2013,3,19,9,7,10,5005
6,270.8,0.0,0,2013,3,19,9,5,16,5005
6,270.8,0.0,0,2013,3,19,9,7,25,5005
6,270.32,0.0,0,2013,3,19,10,7,10,4304
6,270.32,0.0,0,2013,3,19,10,5,16,4304
6,270.32,0.0,0,2013,3,19,10,3,5,4304
6,267.84,0.0,0,2013,3,19,12,7,10,4755
6,267.84,0.0,0,2013,3,19,12,5,16,4755
6,267.28,0.0,0,2013,3,19,13,7,10,4802
6,266.3,0.0,0,2013,3,19,15,7,10,5862
6,265.93,0.0,0,2013,3,19,16,7,10,6416
6,265.14,0.0,0,2013,3,19,18,7,10,4438
6,264.7,0.0,0,2013,3,19,19,7,10,3463
6,263.68,0.0,0,2013,3,19,21,7,10,2730
6,263.34,0.0,0,2013,3,19,22,7,10,2212
6,262.72,0.0,0,2013,3,19,23,1,18,2676
6,262.33,0.0,0,2013,3,20,0,1,18,685
6,261.65,0.0,0,2013,3,20,1,0,24,472
6,260.96,0.0,0,2013,3,20,2,1,4,282
6,260.41,0.0,0,2013,3,20,3,1,4,351
6,259.85,0.0,0,2013,3,20,6,0,24,5067
6,259.33,0.0,0,2013,3,20,7,0,24,6761
6,259.22,0.0,0,2013,3,20,8,0,24,6010
6,259.84,0.0,0,2013,3,20,9,0,24,5266
6,261.04,0.0,0,2013,3,20,10,0,24,4438
6,262.44,0.0,0,2013,3,20,11,0,24,4728
6,264.03,0.0,0,2013,3,20,12,0,24,4814
6,265.33,0.0,0,2013,3,20,13,0,24,4906
6,266.35,0.0,0,2013,3,20,14,0,24,5470
6,267.39,0.0,0,2013,3,20,15,0,24,5786
6,267.65,0.0,0,2013,3,20,16,0,24,6608
6,267.42,0.0,0,2013,3,20,17,1,2,6068
6,266.9,0.0,0,2013,3,20,18,7,10,4529
6,265.87,0.0,0,2013,3,20,19,7,10,3444
6,264.48,0.0,0,2013,3,20,20,0,24,3080
6,263.29,0.0,0,2013,3,20,21,0,24,2660
6,262.15,0.0,0,2013,3,20,22,0,24,1727
6,261.42,0.0,0,2013,3,20,23,0,24,1013
6,260.94,0.0,0,2013,3,21,0,0,24,595
6,260.35,0.0,0,2013,3,21,1,0,24,357
6,259.98,0.0,0,2013,3,21,2,0,24,282
6,259.6,0.0,0,2013,3,21,3,0,24,306
6,259.27,0.0,0,2013,3,21,4,0,24,744
6,259.04,0.0,0,2013,3,21,5,0,24,2581
6,258.68,0.0,0,2013,3,21,6,0,24,5568
6,258.3,0.0,0,2013,3,21,7,0,24,6847
6,258.33,0.0,0,2013,3,21,8,4,7,6005
6,259.22,0.0,0,2013,3,21,9,0,24,5023
6,261.0,0.0,0,2013,3,21,10,0,24,4433
6,262.36,0.0,0,2013,3,21,11,7,10,4949
6,263.64,0.0,0,2013,3,21,12,7,10,5122
6,264.79,0.0,0,2013,3,21,13,4,7,5211
6,265.97,0.0,0,2013,3,21,14,0,24,5581
6,266.4,0.0,0,2013,3,21,15,7,10,5836
6,266.77,0.0,0,2013,3,21,16,0,24,6466
6,267.07,0.0,0,2013,3,21,17,0,24,6246
6,266.89,0.0,0,2013,3,21,18,0,24,4747
6,266.02,0.0,0,2013,3,21,19,1,4,3553
6,264.84,0.0,0,2013,3,21,20,0,24,3272
6,263.87,0.0,0,2013,3,21,21,0,24,3066
6,263.0,0.0,0,2013,3,21,22,0,24,3474
6,262.11,0.0,0,2013,3,21,23,0,24,1432
6,261.31,0.0,0,2013,3,22,0,0,24,789
6,260.66,0.0,0,2013,3,22,1,0,24,435
6,259.8,0.0,0,2013,3,22,2,0,24,374
6,259.39,0.0,0,2013,3,22,3,0,24,360
6,258.59,0.0,0,2013,3,22,4,0,24,673
6,258.12,0.0,0,2013,3,22,5,0,24,2357
6,257.54,0.0,0,2013,3,22,6,0,24,5183
6,257.0,0.0,0,2013,3,22,7,0,24,6399
6,257.11,0.0,0,2013,3,22,8,0,24,5560
6,259.24,0.0,0,2013,3,22,9,0,24,4730
6,261.56,0.0,0,2013,3,22,10,0,24,4814
6,264.66,0.0,0,2013,3,22,11,0,24,5241
6,266.63,0.0,0,2013,3,22,12,0,24,5460
6,267.64,0.0,0,2013,3,22,13,0,24,5418
6,268.73,0.0,0,2013,3,22,14,0,24,5807
6,269.62,0.0,0,2013,3,22,15,0,24,5954
6,270.04,0.0,0,2013,3,22,16,0,24,6497
6,270.29,0.0,0,2013,3,22,17,0,24,6059
6,270.15,0.0,0,2013,3,22,18,0,24,4762
6,269.53,0.0,0,2013,3,22,19,0,24,3718
6,268.3,0.0,0,2013,3,22,20,0,24,3123
6,267.03,0.0,0,2013,3,22,21,0,24,4233
6,265.59,0.0,0,2013,3,22,22,0,24,3226
6,264.41,0.0,0,2013,3,22,23,0,24,1887
6,263.61,0.0,0,2013,3,23,0,0,24,1266
6,263.01,0.0,0,2013,3,23,1,0,24,798
6,262.56,0.0,0,2013,3,23,2,0,24,580
6,262.16,0.0,0,2013,3,23,3,0,24,436
6,261.18,0.0,0,2013,3,23,4,0,24,394
6,261.08,0.0,0,2013,3,23,5,0,24,734
6,260.22,0.0,0,2013,3,23,6,0,24,1191
6,260.0,0.0,0,2013,3,23,7,0,24,2004
6,259.96,0.0,0,2013,3,23,8,0,24,2918
6,261.75,0.0,0,2013,3,23,9,0,24,3763
6,264.87,0.0,0,2013,3,23,10,0,24,4081
6,268.48,0.0,0,2013,3,23,11,0,24,4531
6,270.91,0.0,0,2013,3,23,12,0,24,4999
6,272.83,0.0,0,2013,3,23,13,0,24,5000
6,273.81,0.0,0,2013,3,23,14,0,24,4740
6,274.39,0.0,0,2013,3,23,15,0,24,5505
6,274.75,0.0,0,2013,3,23,16,0,24,6264
6,274.83,0.0,0,2013,3,23,17,0,24,4678
6,274.49,0.0,0,2013,3,23,18,0,24,4229
6,273.23,0.0,0,2013,3,23,19,0,24,3613
6,271.87,0.0,0,2013,3,23,20,1,2,3030
6,271.05,0.0,0,2013,3,23,21,0,24,3386
6,270.48,0.0,0,2013,3,23,22,0,24,4260
6,269.99,0.0,0,2013,3,23,23,0,24,2077
6,269.72,0.0,0,2013,3,24,0,0,24,1297
6,269.38,0.0,0,2013,3,24,1,0,24,875
6,268.93,0.0,0,2013,3,24,2,0,24,647
6,268.13,0.0,0,2013,3,24,3,0,24,361
6,266.82,0.0,0,2013,3,24,4,0,24,277
6,266.14,0.0,0,2013,3,24,5,0,24,464
6,265.49,0.0,0,2013,3,24,6,0,24,738
6,264.53,0.0,0,2013,3,24,7,0,24,1180
6,264.35,0.0,0,2013,3,24,8,0,24,1774
6,266.2,0.0,0,2013,3,24,9,0,24,2742
6,268.56,0.0,0,2013,3,24,10,0,24,3550
6,271.8,0.0,0,2013,3,24,11,1,22,3793
6,273.56,0.0,0,2013,3,24,12,0,24,4409
6,274.12,0.0,0,2013,3,24,13,0,24,4604
6,275.07,0.0,0,2013,3,24,14,0,24,4652
6,276.1,0.0,0,2013,3,24,15,0,24,4502
6,276.17,0.0,0,2013,3,24,16,0,24,4471
6,275.87,0.0,0,2013,3,24,17,0,24,4111
6,275.59,0.0,0,2013,3,24,18,1,22,3496
6,274.18,0.0,0,2013,3,24,19,1,18,3024
6,273.57,0.0,0,2013,3,24,20,0,24,2677
6,272.55,0.0,0,2013,3,24,21,1,22,2056
6,271.7,0.0,0,2013,3,24,22,0,24,1581
6,271.27,0.0,0,2013,3,24,23,0,24,1994
6,270.95,0.0,0,2013,3,25,0,1,2,1459
6,270.76,0.0,0,2013,3,25,1,1,18,373
6,270.8,0.0,0,2013,3,25,2,1,18,298
6,270.77,0.0,0,2013,3,25,3,1,18,382
6,270.64,0.0,0,2013,3,25,4,1,18,772
6,270.63,0.0,0,2013,3,25,5,1,18,2460
6,270.75,0.0,0,2013,3,25,6,7,10,5386
6,270.59,0.0,0,2013,3,25,7,7,10,6581
6,270.59,0.0,0,2013,3,25,7,5,16,6581
6,270.57,0.0,0,2013,3,25,8,5,16,5684
6,270.57,0.0,0,2013,3,25,8,7,10,5684
6,270.89,0.0,0,2013,3,25,9,7,10,4504
6,271.52,0.0,0,2013,3,25,10,1,2,4315
6,272.14,0.0,0,2013,3,25,11,1,2,4484
6,272.48,0.0,0,2013,3,25,12,1,2,4677
6,272.67,0.0,0,2013,3,25,13,1,2,4681
6,272.68,0.0,0,2013,3,25,14,1,18,5000
6,272.51,0.0,0,2013,3,25,15,1,18,5223
6,272.56,0.0,0,2013,3,25,16,1,18,5873
6,272.82,0.0,0,2013,3,25,17,1,18,5589
6,273.22,0.0,0,2013,3,25,18,1,18,4000
6,272.72,0.0,0,2013,3,25,19,1,2,2901
6,272.2,0.0,0,2013,3,25,20,1,18,2547
6,271.73,0.0,0,2013,3,25,21,7,10,2169
6,271.52,0.0,0,2013,3,25,22,7,10,1556
6,271.57,0.0,0,2013,3,25,23,1,18,919
6,271.6,0.0,0,2013,3,26,0,1,18,519
6,271.16,0.0,0,2013,3,26,1,1,22,303
6,270.53,0.0,0,2013,3,26,2,0,24,221
6,269.78,0.0,0,2013,3,26,3,0,24,318
6,269.28,0.0,0,2013,3,26,4,0,24,724
6,268.96,0.0,0,2013,3,26,5,0,24,2532
6,268.4,0.0,0,2013,3,26,6,0,24,5550
6,267.96,0.0,0,2013,3,26,7,0,24,6784
6,267.74,0.0,0,2013,3,26,8,0,24,5829
6,268.64,0.0,0,2013,3,26,9,0,24,4869
6,269.99,0.0,0,2013,3,26,10,1,22,4346
6,271.54,0.0,0,2013,3,26,11,0,24,4545
6,273.13,0.0,0,2013,3,26,12,0,24,4878
6,274.46,0.0,0,2013,3,26,13,0,24,4895
6,275.16,0.0,0,2013,3,26,14,0,24,5170
6,275.74,0.0,0,2013,3,26,15,0,24,5546
6,276.07,0.0,0,2013,3,26,16,0,24,6376
6,276.0,0.0,0,2013,3,26,17,0,24,5831
6,275.88,0.0,0,2013,3,26,18,0,24,4279
6,275.21,0.0,0,2013,3,26,19,0,24,2981
6,274.4,0.0,0,2013,3,26,20,0,24,2738
6,273.84,0.0,0,2013,3,26,21,1,22,2235
6,273.1,0.0,0,2013,3,26,22,1,18,1571
6,272.42,0.0,0,2013,3,26,23,1,18,1077
6,271.82,0.0,0,2013,3,27,0,1,18,563
6,271.66,0.0,0,2013,3,27,1,1,18,372
6,271.26,0.0,0,2013,3,27,2,1,18,264
6,270.88,0.0,0,2013,3,27,3,1,18,326
6,270.41,0.0,0,2013,3,27,4,1,18,749
6,270.21,0.0,0,2013,3,27,5,1,18,2507
6,269.84,0.0,0,2013,3,27,6,1,18,5587
6,269.62,0.0,0,2013,3,27,7,1,18,6743
6,269.55,0.0,0,2013,3,27,8,1,18,6014
6,270.68,0.0,0,2013,3,27,10,1,18,4376
6,272.38,0.0,0,2013,3,27,11,1,18,4723
6,273.97,0.0,0,2013,3,27,12,1,18,5083
6,275.41,0.0,0,2013,3,27,13,1,2,4930
6,276.27,0.0,0,2013,3,27,14,1,18,5187
6,276.35,0.0,0,2013,3,27,15,0,24,5646
6,276.49,0.0,0,2013,3,27,16,0,24,6218
6,276.57,0.0,0,2013,3,27,17,1,18,6087
6,276.33,0.0,0,2013,3,27,18,1,18,4743
6,275.74,0.0,0,2013,3,27,19,0,24,3251
6,274.69,0.0,0,2013,3,27,20,0,24,2941
6,273.32,0.0,0,2013,3,27,21,0,24,2741
6,272.26,0.0,0,2013,3,27,22,1,2,2672
6,271.41,0.0,0,2013,3,27,23,1,18,2742
6,270.92,0.0,0,2013,3,28,0,1,18,755
6,270.57,0.0,0,2013,3,28,1,1,18,412
6,270.18,0.0,0,2013,3,28,2,1,18,296
6,270.37,0.0,0,2013,3,28,3,1,18,334
6,269.74,0.0,0,2013,3,28,4,1,18,777
6,268.96,0.0,0,2013,3,28,5,1,18,2494
6,268.47,0.0,0,2013,3,28,6,1,2,5410
6,267.88,0.0,0,2013,3,28,7,1,22,6780
6,267.57,0.0,0,2013,3,28,8,0,24,5963
6,269.63,0.0,0,2013,3,28,9,0,24,4991
6,272.28,0.0,0,2013,3,28,10,0,24,4473
6,275.2,0.0,0,2013,3,28,11,0,24,4804
6,276.78,0.0,0,2013,3,28,12,0,24,5024
6,277.89,0.0,0,2013,3,28,13,0,24,5035
6,278.24,0.0,0,2013,3,28,14,0,24,5517
6,278.45,0.0,0,2013,3,28,15,0,24,5866
6,278.34,0.0,0,2013,3,28,16,0,24,6217
6,278.05,0.0,0,2013,3,28,17,0,24,5892
6,277.68,0.0,0,2013,3,28,18,0,24,4577
6,277.28,0.0,0,2013,3,28,19,0,24,3513
6,275.79,0.0,0,2013,3,28,20,0,24,3235
6,274.12,0.0,0,2013,3,28,21,0,24,3005
6,272.46,0.0,0,2013,3,28,22,0,24,2034
6,271.58,0.0,0,2013,3,28,23,0,24,1273
6,270.59,0.0,0,2013,3,29,0,0,24,777
6,270.09,0.0,0,2013,3,29,1,0,24,440
6,269.31,0.0,0,2013,3,29,2,0,24,353
6,268.79,0.0,0,2013,3,29,3,0,24,304
6,268.06,0.0,0,2013,3,29,4,0,24,679
6,267.51,0.0,0,2013,3,29,5,0,24,2008
6,267.12,0.0,0,2013,3,29,6,0,24,4537
6,266.73,0.0,0,2013,3,29,7,0,24,5540
6,267.16,0.0,0,2013,3,29,8,5,16,5226
6,270.04,0.0,0,2013,3,29,9,0,24,4687
6,273.23,0.0,0,2013,3,29,10,1,2,4742
6,275.8,0.0,0,2013,3,29,11,1,18,5138
6,277.51,0.0,0,2013,3,29,12,1,18,5692
6,278.17,0.0,0,2013,3,29,13,1,18,5373
6,278.9,0.0,0,2013,3,29,14,1,2,5743
6,279.43,0.0,0,2013,3,29,15,0,24,5908
6,279.62,0.0,0,2013,3,29,16,0,24,5998
6,279.61,0.0,0,2013,3,29,17,1,22,5371
6,279.36,0.0,0,2013,3,29,18,0,24,4520
6,278.77,0.0,0,2013,3,29,19,0,24,3461
6,277.27,0.0,0,2013,3,29,20,0,24,3100
6,275.6,0.0,0,2013,3,29,21,1,18,3017
6,274.53,0.0,0,2013,3,29,22,0,24,2903
6,273.63,0.0,0,2013,3,29,23,0,24,1854
6,273.08,0.0,0,2013,3,30,0,0,24,1092
6,272.43,0.0,0,2013,3,30,1,0,24,706
6,271.87,0.0,0,2013,3,30,2,0,24,542
6,271.65,0.0,0,2013,3,30,3,0,24,380
6,271.77,0.0,0,2013,3,30,4,1,2,339
6,272.28,0.0,0,2013,3,30,5,1,18,624
6,272.71,0.0,0,2013,3,30,6,1,18,1097
6,272.78,0.0,0,2013,3,30,7,1,2,1571
6,273.38,0.0,0,2013,3,30,8,1,18,2177
6,274.94,0.0,0,2013,3,30,9,4,7,3058
6,276.02,0.0,0,2013,3,30,10,1,18,3570
6,276.96,0.0,0,2013,3,30,11,2,11,4094
6,277.43,0.0,0,2013,3,30,12,1,18,4502
6,278.52,0.0,0,2013,3,30,13,1,2,4422
6,280.46,0.0,0,2013,3,30,14,1,22,4390
6,281.4,0.0,0,2013,3,30,15,0,24,4443
6,282.11,0.0,0,2013,3,30,16,1,2,4389
6,282.04,0.0,0,2013,3,30,17,1,22,4023
6,281.71,0.0,0,2013,3,30,18,1,4,3846
6,280.99,0.0,0,2013,3,30,19,0,24,3287
6,279.62,0.0,0,2013,3,30,20,1,2,2780
6,278.57,0.0,0,2013,3,30,21,1,18,2928
6,278.2,0.0,0,2013,3,30,22,1,2,4058
6,278.13,0.0,0,2013,3,30,23,6,13,2082
6,278.02,0.0,0,2013,3,31,0,6,13,1242
6,278.28,0.0,0,2013,3,31,1,2,11,742
6,278.28,0.0,0,2013,3,31,1,6,13,742
6,278.46,0.0,0,2013,3,31,2,2,11,607
6,278.46,0.0,0,2013,3,31,2,6,13,607
6,278.72,0.0,0,2013,3,31,3,2,11,304
6,278.63,0.0,0,2013,3,31,4,9,30,245
6,278.63,0.0,0,2013,3,31,4,9,21,245
6,278.08,0.0,0,2013,3,31,5,6,13,359
6,278.08,0.0,0,2013,3,31,5,6,9,359
6,278.08,0.0,0,2013,3,31,5,9,19,359
6,277.34,0.0,0,2013,3,31,6,6,13,650
6,277.34,0.0,0,2013,3,31,6,5,16,650
6,277.34,0.0,0,2013,3,31,6,6,17,650
6,277.34,0.0,0,2013,3,31,6,2,11,650
6,276.92,0.0,0,2013,3,31,7,6,17,908
6,276.92,0.0,0,2013,3,31,7,6,13,908
6,276.92,0.0,0,2013,3,31,7,6,9,908
6,276.87,0.0,0,2013,3,31,8,6,13,1544
6,277.01,0.0,0,2013,3,31,9,6,13,2384
6,277.01,0.0,0,2013,3,31,9,5,16,2384
6,277.21,0.0,0,2013,3,31,10,6,13,3166
6,277.21,0.0,0,2013,3,31,10,5,16,3166
6,278.22,0.0,0,2013,3,31,11,5,16,3610
6,279.65,0.0,0,2013,3,31,12,4,7,3829
6,279.65,0.0,0,2013,3,31,12,5,16,3829
6,281.2,0.0,0,2013,3,31,13,1,22,3829
6,282.46,0.0,0,2013,3,31,14,1,4,3780
6,283.53,0.0,0,2013,3,31,15,0,24,4003
6,283.98,0.0,0,2013,3,31,16,0,24,4159
6,284.21,0.0,0,2013,3,31,17,0,24,4201
6,283.6,0.0,0,2013,3,31,18,0,24,4246
6,282.06,0.0,0,2013,3,31,19,0,24,4094
6,279.81,0.0,0,2013,3,31,20,0,24,3527
6,278.5,0.0,0,2013,3,31,21,1,18,2720
6,276.64,0.0,0,2013,3,31,22,4,7,1841
6,275.91,0.0,0,2013,3,31,23,4,7,1143
6,275.02,0.0,0,2013,4,1,0,5,16,556
6,274.39,0.0,0,2013,4,1,1,5,16,316
6,274.17,0.0,0,2013,4,1,2,5,16,248
6,273.98,0.0,0,2013,4,1,3,5,16,311
6,273.78,0.0,0,2013,4,1,4,4,7,765
6,273.78,0.0,0,2013,4,1,4,5,16,765
6,273.61,0.0,0,2013,4,1,5,5,16,2422
6,273.57,0.0,0,2013,4,1,6,5,16,5522
6,273.82,0.0,0,2013,4,1,7,5,16,6597
6,274.04,0.0,0,2013,4,1,8,5,16,5875
6,274.39,0.0,0,2013,4,1,9,5,16,4820
6,274.39,0.0,0,2013,4,1,9,4,7,4820
6,276.39,0.0,0,2013,4,1,12,1,2,5150
6,276.47,0.0,0,2013,4,1,13,1,4,5397
6,275.66,0.0,0,2013,4,1,16,1,4,6382
6,274.92,0.0,0,2013,4,1,17,1,4,5939
6,274.4,0.0,0,2013,4,1,18,0,24,4507
6,273.38,0.0,0,2013,4,1,19,1,4,3127
6,270.81,0.0,0,2013,4,1,20,1,4,2697
6,270.52,0.0,0,2013,4,1,21,0,24,3444
6,269.51,0.0,0,2013,4,1,22,0,24,2630
6,268.7,0.0,0,2013,4,2,0,0,24,571
6,267.71,0.0,0,2013,4,2,1,0,24,320
6,267.25,0.0,0,2013,4,2,2,0,24,267
6,266.61,0.0,0,2013,4,2,3,0,24,321
6,265.96,0.0,0,2013,4,2,4,0,24,763
6,265.46,0.0,0,2013,4,2,5,0,24,2518
6,265.19,0.0,0,2013,4,2,6,0,24,5678
6,264.91,0.0,0,2013,4,2,7,0,24,7009
6,265.06,0.0,0,2013,4,2,8,0,24,6310
6,266.04,0.0,0,2013,4,2,9,0,24,5181
6,267.25,0.0,0,2013,4,2,10,0,24,4459
6,268.46,0.0,0,2013,4,2,11,0,24,4761
6,269.94,0.0,0,2013,4,2,12,0,24,5082
6,271.24,0.0,0,2013,4,2,13,0,24,4962
6,272.36,0.0,0,2013,4,2,14,0,24,5358
6,273.18,0.0,0,2013,4,2,15,0,24,5875
6,273.52,0.0,0,2013,4,2,16,0,24,6527
6,273.76,0.0,0,2013,4,2,17,0,24,6326
6,273.64,0.0,0,2013,4,2,18,0,24,4692
6,273.21,0.0,0,2013,4,2,19,0,24,3382
6,271.79,0.0,0,2013,4,2,20,0,24,2928
6,270.91,0.0,0,2013,4,2,21,0,24,2441
6,270.29,0.0,0,2013,4,2,22,0,24,1632
6,269.53,0.0,0,2013,4,2,23,0,24,956
6,269.0,0.0,0,2013,4,3,0,0,24,587
6,268.5,0.0,0,2013,4,3,1,0,24,359
6,267.85,0.0,0,2013,4,3,2,0,24,268
6,267.24,0.0,0,2013,4,3,3,0,24,305
6,266.73,0.0,0,2013,4,3,4,0,24,748
6,266.01,0.0,0,2013,4,3,5,0,24,2573
6,265.77,0.0,0,2013,4,3,6,0,24,5739
6,265.41,0.0,0,2013,4,3,7,0,24,6596
6,266.01,0.0,0,2013,4,3,8,0,24,6637
6,267.57,0.0,0,2013,4,3,9,0,24,5326
6,269.64,0.0,0,2013,4,3,10,0,24,4708
6,271.04,0.0,0,2013,4,3,11,0,24,4906
6,272.62,0.0,0,2013,4,3,12,1,22,5322
6,273.31,0.0,0,2013,4,3,13,1,4,5350
6,274.07,0.0,0,2013,4,3,14,0,24,5720
6,274.77,0.0,0,2013,4,3,15,1,22,5984
6,274.97,0.0,0,2013,4,3,16,0,24,6545
6,275.39,0.0,0,2013,4,3,17,0,24,6348
6,275.12,0.0,0,2013,4,3,18,0,24,4649
6,274.33,0.0,0,2013,4,3,19,0,24,3361
6,272.74,0.0,0,2013,4,3,20,0,24,2876
6,271.75,0.0,0,2013,4,3,21,0,24,2588
6,271.11,0.0,0,2013,4,3,22,0,24,2456
6,270.06,0.0,0,2013,4,3,23,0,24,1349
6,269.31,0.0,0,2013,4,4,0,0,24,608
6,268.65,0.0,0,2013,4,4,1,0,24,366
6,268.08,0.0,0,2013,4,4,2,0,24,275
6,267.32,0.0,0,2013,4,4,3,0,24,355
6,266.83,0.0,0,2013,4,4,4,0,24,762
6,266.39,0.0,0,2013,4,4,5,0,24,2605
6,265.67,0.0,0,2013,4,4,6,0,24,5539
6,265.95,0.0,0,2013,4,4,7,0,24,6836
6,267.64,0.0,0,2013,4,4,8,0,24,6410
6,270.88,0.0,0,2013,4,4,9,0,24,5373
6,273.53,0.0,0,2013,4,4,10,0,24,4825
6,275.45,0.0,0,2013,4,4,11,0,24,5365
6,276.79,0.0,0,2013,4,4,12,0,24,5080
6,277.72,0.0,0,2013,4,4,13,0,24,5180
6,278.74,0.0,0,2013,4,4,14,0,24,5600
6,279.53,0.0,0,2013,4,4,15,0,24,5992
6,279.84,0.0,0,2013,4,4,16,1,22,6841
6,280.07,0.0,0,2013,4,4,17,1,2,6306
6,280.38,0.0,0,2013,4,4,18,1,22,4755
6,280.2,0.0,0,2013,4,4,19,0,24,3521
6,279.23,0.0,0,2013,4,4,20,0,24,3105
6,278.33,0.0,0,2013,4,4,21,0,24,2792
6,277.6,0.0,0,2013,4,4,23,0,24,1194
6,277.61,0.0,0,2013,4,5,0,0,24,632
6,278.05,0.0,0,2013,4,5,1,1,2,407
6,278.28,0.0,0,2013,4,5,2,1,18,310
6,278.74,0.0,0,2013,4,5,3,1,18,329
6,278.76,0.0,0,2013,4,5,4,1,2,736
6,278.32,0.0,0,2013,4,5,5,1,18,2443
6,277.9,0.0,0,2013,4,5,6,1,2,5318
6,277.4,0.0,0,2013,4,5,7,1,18,6756
6,277.18,0.0,0,2013,4,5,8,1,2,6064
6,277.38,0.0,0,2013,4,5,9,4,7,5107
6,279.37,0.0,0,2013,4,5,11,0,24,5321
6,280.43,0.0,0,2013,4,5,12,0,24,5517
6,281.54,0.0,0,2013,4,5,13,0,24,5541
6,282.29,0.0,0,2013,4,5,14,0,24,5855
6,282.86,0.0,0,2013,4,5,15,0,24,6234
6,282.63,0.0,0,2013,4,5,16,0,24,6390
