holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,273.4,0,0,90,Mist,mist,2013-02-14 21:00:00,3005
None,273.45,0,0,90,Snow,heavy snow,2013-02-14 22:00:00,3814
None,273.45,0,0,90,Mist,mist,2013-02-14 22:00:00,3814
None,273.45,0,0,90,Fog,fog,2013-02-14 22:00:00,3814
None,273.45,0,0,90,Snow,snow,2013-02-14 22:00:00,3814
None,273.35,0,0,90,Snow,heavy snow,2013-02-14 23:00:00,1613
None,273.35,0,0,90,Mist,mist,2013-02-14 23:00:00,1613
None,273.35,0,0,90,Snow,snow,2013-02-14 23:00:00,1613
None,273.35,0,0,90,Fog,fog,2013-02-14 23:00:00,1613
None,273.44,0,0,90,Snow,heavy snow,2013-02-15 00:00:00,792
None,273.44,0,0,90,Mist,mist,2013-02-15 00:00:00,792
None,273.2,0,0,90,Snow,heavy snow,2013-02-15 01:00:00,465
None,273.2,0,0,90,Mist,mist,2013-02-15 01:00:00,465
None,272.5,0,0,90,Snow,heavy snow,2013-02-15 02:00:00,349
None,272.5,0,0,90,Mist,mist,2013-02-15 02:00:00,349
None,271.71,0,0,90,Snow,heavy snow,2013-02-15 03:00:00,360
None,271.71,0,0,90,Mist,mist,2013-02-15 03:00:00,360
None,271,0,0,90,Clouds,overcast clouds,2013-02-15 04:00:00,732
None,270.08,0,0,90,Clouds,overcast clouds,2013-02-15 05:00:00,2364
None,268.7,0,0,40,Clouds,scattered clouds,2013-02-15 07:00:00,6660
None,268.93,0,0,40,Mist,mist,2013-02-15 08:00:00,5744
None,270.47,0,0,75,Haze,haze,2013-02-15 10:00:00,4742
None,270.8,0,0,75,Clouds,broken clouds,2013-02-15 11:00:00,5223
None,271.12,0,0,90,Clouds,overcast clouds,2013-02-15 13:00:00,5463
None,271.08,0,0,75,Clouds,broken clouds,2013-02-15 14:00:00,5748
None,270.65,0,0,40,Clouds,scattered clouds,2013-02-15 15:00:00,6129
None,270.05,0,0,40,Clouds,scattered clouds,2013-02-15 16:00:00,6497
None,269.04,0,0,75,Clouds,broken clouds,2013-02-15 17:00:00,5915
None,268.03,0,0,75,Clouds,broken clouds,2013-02-15 18:00:00,4668
None,267.21,0,0,75,Clouds,broken clouds,2013-02-15 19:00:00,3900
None,266.1,0,0,40,Clouds,scattered clouds,2013-02-15 20:00:00,3070
None,264.9,0,0,20,Clouds,few clouds,2013-02-15 21:00:00,2755
None,264.38,0,0,20,Clouds,few clouds,2013-02-15 22:00:00,2382
None,263.26,0,0,1,Clear,sky is clear,2013-02-15 23:00:00,2977
None,262.21,0,0,20,Clouds,few clouds,2013-02-16 00:00:00,1494
None,261.41,0,0,90,Clouds,overcast clouds,2013-02-16 01:00:00,757
None,260.89,0,0,75,Clouds,broken clouds,2013-02-16 02:00:00,567
None,260.32,0,0,75,Clouds,broken clouds,2013-02-16 03:00:00,341
None,259.52,0,0,75,Clouds,broken clouds,2013-02-16 04:00:00,402
None,258.97,0,0,75,Clouds,broken clouds,2013-02-16 05:00:00,689
None,257.91,0,0,40,Clouds,scattered clouds,2013-02-16 07:00:00,1856
None,258.2,0,0,40,Clouds,scattered clouds,2013-02-16 08:00:00,2807
None,259.75,0,0,20,Clouds,few clouds,2013-02-16 09:00:00,3798
None,260.95,0,0,20,Clouds,few clouds,2013-02-16 10:00:00,3963
None,262.16,0,0,40,Clouds,scattered clouds,2013-02-16 11:00:00,4292
None,263.37,0,0,20,Clouds,few clouds,2013-02-16 12:00:00,4673
None,264.17,0,0,20,Clouds,few clouds,2013-02-16 13:00:00,4689
None,264.73,0,0,1,Clear,sky is clear,2013-02-16 14:00:00,4637
None,264.76,0,0,1,Clear,sky is clear,2013-02-16 15:00:00,4726
None,264.7,0,0,1,Clear,sky is clear,2013-02-16 16:00:00,4880
None,264.08,0,0,1,Clear,sky is clear,2013-02-16 17:00:00,4436
None,262.08,0,0,1,Clear,sky is clear,2013-02-16 18:00:00,4072
None,261.76,0,0,1,Clear,sky is clear,2013-02-16 19:00:00,3560
None,260.74,0,0,1,Clear,sky is clear,2013-02-16 20:00:00,2990
None,259.9,0,0,1,Clear,sky is clear,2013-02-16 21:00:00,3045
None,258.89,0,0,1,Clear,sky is clear,2013-02-16 22:00:00,2642
None,258.1,0,0,1,Clear,sky is clear,2013-02-16 23:00:00,1785
None,256.54,0,0,1,Clear,sky is clear,2013-02-17 01:00:00,740
None,256.66,0,0,75,Mist,mist,2013-02-17 02:00:00,613
None,256.84,0,0,40,Snow,heavy snow,2013-02-17 04:00:00,268
None,256.71,0,0,90,Snow,heavy snow,2013-02-17 05:00:00,426
None,256.8,0,0,90,Mist,mist,2013-02-17 07:00:00,962
None,256.8,0,0,90,Snow,heavy snow,2013-02-17 07:00:00,962
None,257.14,0,0,20,Mist,mist,2013-02-17 08:00:00,1647
None,257.14,0,0,20,Fog,fog,2013-02-17 08:00:00,1647
None,257.14,0,0,20,Snow,heavy snow,2013-02-17 08:00:00,1647
None,260.29,0,0,75,Haze,haze,2013-02-17 10:00:00,3234
None,260.29,0,0,75,Mist,mist,2013-02-17 10:00:00,3234
None,260.29,0,0,75,Snow,heavy snow,2013-02-17 10:00:00,3234
None,261.29,0,0,75,Haze,haze,2013-02-17 11:00:00,3580
None,261.29,0,0,75,Snow,heavy snow,2013-02-17 11:00:00,3580
None,262.66,0,0,40,Snow,heavy snow,2013-02-17 12:00:00,4143
None,264.09,0,0,20,Clouds,few clouds,2013-02-17 13:00:00,4312
None,264.76,0,0,20,Clouds,few clouds,2013-02-17 14:00:00,4422
None,265.53,0,0,1,Clear,sky is clear,2013-02-17 15:00:00,4165
None,265.25,0,0,20,Clouds,few clouds,2013-02-17 16:00:00,4208
None,264.49,0,0,20,Clouds,few clouds,2013-02-17 17:00:00,4030
None,262.45,0,0,20,Clouds,few clouds,2013-02-17 18:00:00,3830
None,260.51,0,0,20,Clouds,few clouds,2013-02-17 19:00:00,4139
None,260.07,0,0,1,Clear,sky is clear,2013-02-17 20:00:00,3369
None,259.14,0,0,1,Clear,sky is clear,2013-02-17 21:00:00,2185
None,258.34,0,0,20,Clouds,few clouds,2013-02-17 22:00:00,1672
None,258.91,0,0,20,Clouds,few clouds,2013-02-17 23:00:00,985
Washingtons Birthday,258.96,0,0,20,Clouds,few clouds,2013-02-18 00:00:00,556
None,259.55,0,0,20,Clouds,few clouds,2013-02-18 01:00:00,379
None,260.17,0,0,90,Clouds,overcast clouds,2013-02-18 02:00:00,338
None,260.61,0,0,40,Clouds,scattered clouds,2013-02-18 03:00:00,295
None,260.52,0,0,75,Clouds,broken clouds,2013-02-18 04:00:00,735
None,260.75,0,0,1,Clear,sky is clear,2013-02-18 05:00:00,2231
None,260.88,0,0,1,Clear,sky is clear,2013-02-18 06:00:00,4570
None,261.12,0,0,20,Clouds,few clouds,2013-02-18 07:00:00,5512
None,262.21,0,0,75,Clouds,broken clouds,2013-02-18 08:00:00,4718
None,264.41,0,0,40,Clouds,scattered clouds,2013-02-18 09:00:00,4103
None,266.65,0,0,40,Clouds,scattered clouds,2013-02-18 10:00:00,3974
None,268.52,0,0,75,Clouds,broken clouds,2013-02-18 11:00:00,4277
None,270.45,0,0,75,Clouds,broken clouds,2013-02-18 12:00:00,4680
None,271.26,0,0,75,Clouds,broken clouds,2013-02-18 13:00:00,4677
None,272.14,0,0,75,Clouds,broken clouds,2013-02-18 14:00:00,4876
None,272.33,0,0,90,Clouds,overcast clouds,2013-02-18 15:00:00,5046
None,272.48,0,0,75,Clouds,broken clouds,2013-02-18 16:00:00,5466
None,272.13,0,0,90,Clouds,overcast clouds,2013-02-18 17:00:00,5066
None,271.84,0,0,90,Clouds,overcast clouds,2013-02-18 18:00:00,3825
None,271.57,0,0,90,Clouds,overcast clouds,2013-02-18 19:00:00,2816
None,271.43,0,0,90,Clouds,overcast clouds,2013-02-18 20:00:00,2281
None,271.25,0,0,90,Clouds,overcast clouds,2013-02-18 21:00:00,2062
None,271.34,0,0,90,Clouds,overcast clouds,2013-02-18 22:00:00,1415
None,271.47,0,0,1,Clear,sky is clear,2013-02-18 23:00:00,911
None,271.34,0,0,75,Clouds,broken clouds,2013-02-19 00:00:00,470
None,271.07,0,0,75,Clouds,broken clouds,2013-02-19 01:00:00,292
None,271.25,0,0,75,Clouds,broken clouds,2013-02-19 02:00:00,235
None,271.41,0,0,90,Clouds,overcast clouds,2013-02-19 04:00:00,776
None,271.35,0,0,90,Clouds,overcast clouds,2013-02-19 05:00:00,2638
None,271.23,0,0,90,Clouds,overcast clouds,2013-02-19 06:00:00,5741
None,270.99,0,0,90,Clouds,overcast clouds,2013-02-19 07:00:00,6996
None,271.63,0,0,90,Haze,haze,2013-02-19 08:00:00,6008
None,273.17,0,0,90,Haze,haze,2013-02-19 10:00:00,4273
None,273.17,0,0,90,Mist,mist,2013-02-19 10:00:00,4273
None,272.49,0,0,90,Mist,mist,2013-02-19 11:00:00,4493
None,272.49,0,0,90,Haze,haze,2013-02-19 11:00:00,4493
None,269.77,0,0,90,Clouds,overcast clouds,2013-02-19 13:00:00,4756
None,268.33,0,0,90,Clouds,overcast clouds,2013-02-19 14:00:00,5120
None,265.84,0,0,90,Clouds,overcast clouds,2013-02-19 16:00:00,6425
None,264.7,0,0,90,Clouds,overcast clouds,2013-02-19 17:00:00,5936
None,262.6,0,0,90,Snow,heavy snow,2013-02-19 19:00:00,3126
None,261.95,0,0,90,Snow,heavy snow,2013-02-19 20:00:00,2731
None,261.02,0,0,90,Snow,heavy snow,2013-02-19 21:00:00,2343
None,261.02,0,0,90,Mist,mist,2013-02-19 21:00:00,2343
None,260.51,0,0,90,Snow,heavy snow,2013-02-19 22:00:00,1489
None,259.29,0,0,90,Snow,heavy snow,2013-02-20 01:00:00,295
None,258.89,0,0,75,Snow,heavy snow,2013-02-20 02:00:00,220
None,258.07,0,0,75,Snow,heavy snow,2013-02-20 04:00:00,751
None,257.83,0,0,75,Haze,haze,2013-02-20 05:00:00,2560
None,256.5,0,0,75,Clouds,broken clouds,2013-02-20 07:00:00,5909
None,256.3,0,0,75,Snow,heavy snow,2013-02-20 08:00:00,6125
None,257.4,0,0,40,Haze,haze,2013-02-20 10:00:00,4334
None,258.06,0,0,40,Haze,haze,2013-02-20 11:00:00,4608
None,259.21,0,0,1,Clear,sky is clear,2013-02-20 13:00:00,4964
None,259.44,0,0,1,Clear,sky is clear,2013-02-20 14:00:00,5276
None,259.24,0,0,1,Clear,sky is clear,2013-02-20 16:00:00,6723
None,258.95,0,0,1,Clear,sky is clear,2013-02-20 17:00:00,6153
None,257.41,0,0,1,Clear,sky is clear,2013-02-20 19:00:00,3234
None,257.06,0,0,1,Clear,sky is clear,2013-02-20 20:00:00,2987
None,256,0,0,1,Clear,sky is clear,2013-02-20 22:00:00,1635
None,255.38,0,0,1,Clear,sky is clear,2013-02-20 23:00:00,1034
None,254.45,0,0,1,Clear,sky is clear,2013-02-21 01:00:00,326
None,254.19,0,0,1,Clear,sky is clear,2013-02-21 02:00:00,244
None,253.08,0,0,1,Clear,sky is clear,2013-02-21 04:00:00,791
None,252.49,0,0,1,Clear,sky is clear,2013-02-21 05:00:00,2607
None,252.21,0,0,1,Clear,sky is clear,2013-02-21 06:00:00,5685
None,251.51,0,0,1,Clear,sky is clear,2013-02-21 07:00:00,6986
None,252.97,0,0,1,Clear,sky is clear,2013-02-21 08:00:00,6250
None,258.84,0,0,20,Snow,heavy snow,2013-02-21 11:00:00,4654
None,260.22,0,0,20,Clouds,few clouds,2013-02-21 12:00:00,5044
None,260.53,0,0,1,Clear,sky is clear,2013-02-21 13:00:00,5206
None,262.02,0,0,57,Clouds,broken clouds,2013-02-21 14:00:00,5484
None,264.1,0,0,57,Clouds,broken clouds,2013-02-21 15:00:00,6103
None,263.7,0,0,1,Clear,sky is clear,2013-02-21 16:00:00,6619
None,263.51,0,0,90,Clouds,overcast clouds,2013-02-21 17:00:00,6148
None,262.95,0,0,90,Clouds,overcast clouds,2013-02-21 18:00:00,4707
None,262.2,0,0,90,Clouds,overcast clouds,2013-02-21 19:00:00,3431
None,261.15,0,0,90,Clouds,overcast clouds,2013-02-21 20:00:00,3030
None,260.55,0,0,90,Clouds,overcast clouds,2013-02-21 21:00:00,2695
None,259.95,0,0,90,Clouds,overcast clouds,2013-02-21 22:00:00,2049
None,259.62,0,0,1,Clear,sky is clear,2013-02-21 23:00:00,1196
None,259.06,0,0,81,Clouds,broken clouds,2013-02-22 00:00:00,682
None,258.25,0,0,75,Clouds,broken clouds,2013-02-22 01:00:00,373
None,257.63,0,0,75,Clouds,broken clouds,2013-02-22 02:00:00,309
None,258.18,0,0,75,Clouds,broken clouds,2013-02-22 03:00:00,406
None,257.73,0,0,1,Clear,sky is clear,2013-02-22 04:00:00,861
None,257.3,0,0,70,Clouds,broken clouds,2013-02-22 05:00:00,2358
None,258.27,0,0,1,Clear,sky is clear,2013-02-22 06:00:00,4068
None,258.13,0,0,40,Clouds,scattered clouds,2013-02-22 07:00:00,3675
None,258.12,0,0,75,Clouds,broken clouds,2013-02-22 08:00:00,3310
None,260.19,0,0,75,Clouds,broken clouds,2013-02-22 09:00:00,3870
None,262.06,0,0,75,Clouds,broken clouds,2013-02-22 10:00:00,3479
None,263.69,0,0,75,Clouds,broken clouds,2013-02-22 11:00:00,3541
None,265.24,0,0,75,Clouds,broken clouds,2013-02-22 12:00:00,4132
None,266.07,0,0,75,Clouds,broken clouds,2013-02-22 13:00:00,4476
None,266.69,0,0,90,Clouds,overcast clouds,2013-02-22 14:00:00,4913
None,266.69,0,0,90,Clouds,overcast clouds,2013-02-22 15:00:00,5254
None,266.83,0,0,90,Clouds,overcast clouds,2013-02-22 16:00:00,5830
None,266.95,0,0,90,Clouds,overcast clouds,2013-02-22 17:00:00,5433
None,266.9,0,0,90,Clouds,overcast clouds,2013-02-22 18:00:00,4421
None,266.85,0,0,90,Clouds,overcast clouds,2013-02-22 19:00:00,3254
None,266.99,0,0,90,Clouds,overcast clouds,2013-02-22 20:00:00,2759
None,266.99,0,0,90,Clouds,overcast clouds,2013-02-22 21:00:00,2566
None,267.16,0,0,90,Clouds,overcast clouds,2013-02-22 22:00:00,2203
None,267.08,0,0,90,Clouds,overcast clouds,2013-02-22 23:00:00,1559
None,266.99,0,0,90,Snow,heavy snow,2013-02-23 00:00:00,1059
None,266.94,0,0,90,Snow,heavy snow,2013-02-23 01:00:00,829
None,266.84,0,0,90,Snow,heavy snow,2013-02-23 02:00:00,545
None,266.84,0,0,90,Mist,mist,2013-02-23 02:00:00,545
None,266.42,0,0,90,Snow,heavy snow,2013-02-23 03:00:00,367
None,266.42,0,0,90,Mist,mist,2013-02-23 03:00:00,367
None,266.42,0,0,90,Snow,snow,2013-02-23 03:00:00,367
None,266.37,0,0,90,Snow,heavy snow,2013-02-23 04:00:00,387
None,266.37,0,0,90,Mist,mist,2013-02-23 04:00:00,387
None,266.37,0,0,90,Snow,snow,2013-02-23 04:00:00,387
None,266.37,0,0,90,Fog,fog,2013-02-23 04:00:00,387
None,266.63,0,0,90,Snow,heavy snow,2013-02-23 05:00:00,664
None,266.63,0,0,90,Mist,mist,2013-02-23 05:00:00,664
None,266.63,0,0,90,Snow,snow,2013-02-23 05:00:00,664
None,266.63,0,0,90,Snow,heavy snow,2013-02-23 06:00:00,1188
None,266.63,0,0,90,Mist,mist,2013-02-23 06:00:00,1188
None,266.63,0,0,90,Snow,heavy snow,2013-02-23 07:00:00,1943
None,266.63,0,0,90,Mist,mist,2013-02-23 07:00:00,1943
None,266.63,0,0,90,Snow,heavy snow,2013-02-23 08:00:00,2976
None,266.63,0,0,90,Mist,mist,2013-02-23 08:00:00,2976
None,266.63,0,0,90,Snow,snow,2013-02-23 08:00:00,2976
None,266.63,0,0,90,Fog,fog,2013-02-23 08:00:00,2976
None,267.23,0,0,90,Snow,heavy snow,2013-02-23 09:00:00,3524
None,267.23,0,0,90,Mist,mist,2013-02-23 09:00:00,3524
None,268.07,0,0,90,Snow,heavy snow,2013-02-23 10:00:00,3890
None,268.07,0,0,90,Mist,mist,2013-02-23 10:00:00,3890
None,269.13,0,0,90,Snow,heavy snow,2013-02-23 11:00:00,4212
None,269.74,0,0,90,Snow,heavy snow,2013-02-23 12:00:00,4600
None,269.95,0,0,97,Clouds,overcast clouds,2013-02-23 13:00:00,4455
None,270.36,0,0,90,Snow,heavy snow,2013-02-23 14:00:00,4776
None,270.3,0,0,90,Snow,heavy snow,2013-02-23 15:00:00,4492
None,270,0,0,90,Snow,heavy snow,2013-02-23 16:00:00,4588
None,269.65,0,0,90,Snow,heavy snow,2013-02-23 17:00:00,4725
None,269.31,0,0,90,Snow,heavy snow,2013-02-23 18:00:00,4301
None,269.23,0,0,90,Snow,heavy snow,2013-02-23 19:00:00,3394
None,268.76,0,0,90,Snow,heavy snow,2013-02-23 20:00:00,2782
None,268.43,0,0,90,Snow,heavy snow,2013-02-23 21:00:00,2929
None,268.01,0,0,90,Snow,heavy snow,2013-02-23 22:00:00,2441
None,266.96,0,0,90,Snow,heavy snow,2013-02-23 23:00:00,1799
None,266.87,0,0,90,Snow,heavy snow,2013-02-24 00:00:00,1093
None,266.35,0,0,90,Snow,heavy snow,2013-02-24 01:00:00,785
None,266.74,0,0,90,Snow,heavy snow,2013-02-24 02:00:00,612
None,266.56,0,0,90,Snow,heavy snow,2013-02-24 03:00:00,368
None,266.51,0,0,90,Snow,heavy snow,2013-02-24 04:00:00,252
None,266.81,0,0,90,Mist,mist,2013-02-24 05:00:00,454
None,266.81,0,0,90,Snow,heavy snow,2013-02-24 05:00:00,454
None,266.8,0,0,90,Snow,heavy snow,2013-02-24 06:00:00,696
None,266.8,0,0,90,Mist,mist,2013-02-24 06:00:00,696
None,266.8,0,0,90,Snow,heavy snow,2013-02-24 07:00:00,996
None,266.8,0,0,90,Mist,mist,2013-02-24 07:00:00,996
None,267.12,0,0,90,Mist,mist,2013-02-24 08:00:00,1633
None,267.12,0,0,90,Snow,heavy snow,2013-02-24 08:00:00,1633
None,267.79,0,0,90,Mist,mist,2013-02-24 09:00:00,2341
None,268.82,0,0,90,Mist,mist,2013-02-24 10:00:00,3229
None,270.03,0,0,90,Mist,mist,2013-02-24 11:00:00,3488
None,270.03,0,0,90,Haze,haze,2013-02-24 11:00:00,3488
None,271.01,0,0,90,Haze,haze,2013-02-24 12:00:00,3873
None,271.44,0,0,90,Clouds,overcast clouds,2013-02-24 13:00:00,4204
None,271.54,0,0,75,Clouds,broken clouds,2013-02-24 14:00:00,4277
None,271.47,0,0,75,Clouds,broken clouds,2013-02-24 15:00:00,4073
None,271.23,0,0,75,Clouds,broken clouds,2013-02-24 16:00:00,4473
None,270.62,0,0,75,Clouds,broken clouds,2013-02-24 17:00:00,3845
None,269.02,0,0,75,Clouds,broken clouds,2013-02-24 18:00:00,3509
None,267.95,0,0,90,Clouds,overcast clouds,2013-02-24 19:00:00,2693
None,267.49,0,0,90,Clouds,overcast clouds,2013-02-24 20:00:00,2191
None,267.2,0,0,90,Mist,mist,2013-02-24 21:00:00,1837
None,266.09,0,0,75,Mist,mist,2013-02-24 22:00:00,1289
None,265.72,0,0,90,Clouds,overcast clouds,2013-02-24 23:00:00,1056
None,264.4,0,0,90,Clouds,overcast clouds,2013-02-25 00:00:00,472
None,263.42,0,0,40,Haze,haze,2013-02-25 01:00:00,260
None,263.42,0,0,40,Mist,mist,2013-02-25 01:00:00,260
None,262.5,0,0,75,Mist,mist,2013-02-25 02:00:00,229
None,262.43,0,0,90,Mist,mist,2013-02-25 03:00:00,291
None,262.43,0,0,90,Fog,fog,2013-02-25 03:00:00,291
None,261.73,0,0,90,Mist,mist,2013-02-25 04:00:00,778
None,261.44,0,0,40,Mist,mist,2013-02-25 05:00:00,2459
None,261.44,0,0,40,Haze,haze,2013-02-25 05:00:00,2459
None,261.44,0,0,40,Fog,fog,2013-02-25 05:00:00,2459
None,261.44,0,0,40,Snow,heavy snow,2013-02-25 05:00:00,2459
None,259.4,0,0,20,Mist,mist,2013-02-25 06:00:00,5615
None,259.4,0,0,20,Haze,haze,2013-02-25 06:00:00,5615
None,259.4,0,0,20,Snow,heavy snow,2013-02-25 06:00:00,5615
None,259.36,0,0,20,Mist,mist,2013-02-25 07:00:00,6920
None,266.09,0,0,90,Haze,haze,2013-02-25 10:00:00,4232
None,266.09,0,0,90,Mist,mist,2013-02-25 10:00:00,4232
None,268.76,0,0,90,Haze,haze,2013-02-25 11:00:00,4271
None,268.76,0,0,90,Mist,mist,2013-02-25 11:00:00,4271
None,271.5,0,0,90,Clouds,overcast clouds,2013-02-25 12:00:00,4734
None,273.43,0,0,90,Clouds,overcast clouds,2013-02-25 14:00:00,5108
None,273.78,0,0,75,Clouds,broken clouds,2013-02-25 15:00:00,5535
None,273.43,0,0,75,Clouds,broken clouds,2013-02-25 16:00:00,6374
None,272.71,0,0,75,Clouds,broken clouds,2013-02-25 17:00:00,5941
None,271.03,0,0,40,Clouds,scattered clouds,2013-02-25 18:00:00,4384
None,269.29,0,0,20,Clouds,few clouds,2013-02-25 19:00:00,2940
None,268.38,0,0,40,Clouds,scattered clouds,2013-02-25 20:00:00,2545
None,267.49,0,0,40,Mist,mist,2013-02-25 21:00:00,2079
None,266.57,0,0,20,Mist,mist,2013-02-25 22:00:00,1457
None,266.03,0,0,90,Haze,haze,2013-02-25 23:00:00,910
None,266.03,0,0,90,Mist,mist,2013-02-25 23:00:00,910
None,266.66,0,0,90,Clouds,overcast clouds,2013-02-26 00:00:00,495
None,268.17,0,0,90,Clouds,overcast clouds,2013-02-26 01:00:00,293
None,268.31,0,0,90,Haze,haze,2013-02-26 02:00:00,229
None,268.56,0,0,90,Mist,mist,2013-02-26 03:00:00,298
None,268.77,0,0,90,Haze,haze,2013-02-26 04:00:00,808
None,268.39,0,0,90,Haze,haze,2013-02-26 05:00:00,2572
None,268.7,0,0,90,Haze,haze,2013-02-26 06:00:00,5886
None,268.97,0,0,90,Haze,haze,2013-02-26 08:00:00,6219
None,268.97,0,0,90,Mist,mist,2013-02-26 08:00:00,6219
None,269.92,0,0,90,Haze,haze,2013-02-26 09:00:00,5134
None,269.92,0,0,90,Mist,mist,2013-02-26 09:00:00,5134
None,270.95,0,0,90,Haze,haze,2013-02-26 10:00:00,4398
None,271.93,0,0,90,Haze,haze,2013-02-26 11:00:00,4557
None,273.08,0,0,90,Haze,haze,2013-02-26 12:00:00,4791
None,274.19,0,0,90,Haze,haze,2013-02-26 13:00:00,4821
None,274.38,0,0,75,Haze,haze,2013-02-26 14:00:00,5162
None,274.46,0,0,1,Haze,haze,2013-02-26 15:00:00,5948
None,274.28,0,0,20,Haze,haze,2013-02-26 16:00:00,6776
None,273.65,0,0,20,Haze,haze,2013-02-26 17:00:00,6543
None,272.43,0,0,1,Haze,haze,2013-02-26 18:00:00,4564
None,271.44,0,0,1,Haze,haze,2013-02-26 19:00:00,3184
None,268.98,0,0,1,Haze,haze,2013-02-26 20:00:00,2818
None,268.98,0,0,1,Mist,mist,2013-02-26 20:00:00,2818
None,267.46,0,0,1,Mist,mist,2013-02-26 21:00:00,3406
None,267.46,0,0,1,Haze,haze,2013-02-26 21:00:00,3406
None,266.32,0,0,1,Haze,haze,2013-02-26 22:00:00,3111
None,266.32,0,0,1,Mist,mist,2013-02-26 22:00:00,3111
None,265.01,0,0,1,Mist,mist,2013-02-26 23:00:00,1203
None,265.08,0,0,1,Mist,mist,2013-02-27 00:00:00,592
None,264.05,0,0,1,Mist,mist,2013-02-27 02:00:00,263
None,264.05,0,0,1,Fog,fog,2013-02-27 02:00:00,263
None,263.9,0,0,1,Mist,mist,2013-02-27 03:00:00,296
None,263.9,0,0,1,Fog,fog,2013-02-27 03:00:00,296
None,264.15,0,0,90,Mist,mist,2013-02-27 04:00:00,773
None,264.15,0,0,90,Fog,fog,2013-02-27 04:00:00,773
None,264,0,0,1,Mist,mist,2013-02-27 05:00:00,2604
None,264,0,0,1,Fog,fog,2013-02-27 05:00:00,2604
None,264.72,0,0,90,Mist,mist,2013-02-27 06:00:00,5881
None,264.72,0,0,90,Fog,fog,2013-02-27 06:00:00,5881
None,264.42,0,0,40,Mist,mist,2013-02-27 07:00:00,7067
None,264.42,0,0,40,Fog,fog,2013-02-27 07:00:00,7067
None,265.16,0,0,90,Mist,mist,2013-02-27 08:00:00,6128
None,265.16,0,0,90,Fog,fog,2013-02-27 08:00:00,6128
None,267.73,0,0,90,Haze,haze,2013-02-27 09:00:00,5156
None,267.73,0,0,90,Mist,mist,2013-02-27 09:00:00,5156
None,267.73,0,0,90,Fog,fog,2013-02-27 09:00:00,5156
None,269.5,0,0,90,Mist,mist,2013-02-27 10:00:00,4595
None,269.5,0,0,90,Haze,haze,2013-02-27 10:00:00,4595
None,271,0,0,90,Haze,haze,2013-02-27 11:00:00,4691
None,271,0,0,90,Mist,mist,2013-02-27 11:00:00,4691
None,272.63,0,0,75,Haze,haze,2013-02-27 12:00:00,4965
None,274.07,0,0,40,Haze,haze,2013-02-27 13:00:00,4899
None,274.62,0,0,75,Haze,haze,2013-02-27 14:00:00,5199
None,274.6,0,0,90,Clouds,overcast clouds,2013-02-27 15:00:00,5763
None,274.65,0,0,75,Clouds,broken clouds,2013-02-27 16:00:00,6688
None,274.56,0,0,90,Clouds,overcast clouds,2013-02-27 17:00:00,6178
None,274.1,0,0,90,Clouds,overcast clouds,2013-02-27 18:00:00,4580
None,273.87,0,0,90,Clouds,overcast clouds,2013-02-27 19:00:00,3395
None,274.09,0,0,90,Clouds,overcast clouds,2013-02-27 20:00:00,3056
None,273.39,0,0,90,Clouds,overcast clouds,2013-02-27 21:00:00,2642
None,272.5,0,0,90,Clouds,overcast clouds,2013-02-27 22:00:00,1771
None,272.08,0,0,90,Clouds,overcast clouds,2013-02-27 23:00:00,1150
None,271.61,0,0,75,Clouds,broken clouds,2013-02-28 00:00:00,659
None,271.39,0,0,90,Clouds,overcast clouds,2013-02-28 01:00:00,325
None,271.3,0,0,90,Clouds,overcast clouds,2013-02-28 02:00:00,256
None,271.22,0,0,90,Clouds,overcast clouds,2013-02-28 03:00:00,335
None,271.21,0,0,90,Clouds,overcast clouds,2013-02-28 04:00:00,767
None,271.18,0,0,90,Clouds,overcast clouds,2013-02-28 05:00:00,2579
None,271.04,0,0,90,Clouds,overcast clouds,2013-02-28 06:00:00,5853
None,270.96,0,0,90,Clouds,overcast clouds,2013-02-28 07:00:00,7029
None,276.25,0,0,75,Clouds,broken clouds,2013-02-28 13:00:00,5242
None,276.94,0,0,75,Clouds,broken clouds,2013-02-28 14:00:00,5709
None,276.74,0,0,75,Clouds,broken clouds,2013-02-28 15:00:00,6356
None,276.08,0,0,90,Clouds,overcast clouds,2013-02-28 16:00:00,6721
None,275,0,0,90,Clouds,overcast clouds,2013-02-28 17:00:00,6304
None,273.65,0,0,90,Clouds,overcast clouds,2013-02-28 18:00:00,4858
None,272.48,0,0,90,Clouds,overcast clouds,2013-02-28 19:00:00,3677
None,271.84,0,0,90,Clouds,overcast clouds,2013-02-28 20:00:00,3048
None,271.35,0,0,75,Clouds,broken clouds,2013-02-28 21:00:00,3465
None,270.79,0,0,90,Clouds,overcast clouds,2013-02-28 22:00:00,2191
None,270.79,0,0,90,Clouds,overcast clouds,2013-02-28 23:00:00,1336
None,270.71,0,0,75,Clouds,broken clouds,2013-03-01 00:00:00,713
None,270.89,0,0,75,Clouds,broken clouds,2013-03-01 01:00:00,395
None,271.28,0,0,90,Clouds,overcast clouds,2013-03-01 02:00:00,345
None,271.66,0,0,90,Clouds,overcast clouds,2013-03-01 03:00:00,357
None,271.71,0,0,90,Clouds,overcast clouds,2013-03-01 04:00:00,748
None,271.71,0,0,90,Clouds,overcast clouds,2013-03-01 05:00:00,2433
